Damage over distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reload times (s),,,,,,
Distance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,∞,,Full,Tactical,,Rate of Fire,,ADS Time (s),With Shield
AUG A3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,3.3,2.6,,700,,0.3,
PDW9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,3.4,2.6,,800,,0.3,
9x19 VSN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,3.2,2.3,,750,,0.3,
MP7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,2.8,2.2,,900,,0.3,
T-5 SMG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,3,2.4,,900,,0.3,
MP5K,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,2.8,2,,800,,0.3,
MP5 SD,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,2.9,2.2,,800,,0.3,
MP5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,2.9,2.2,,800,,0.3,
FMG-9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,3,2.2,,800,,0.3,
P10 RONI,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,2.7,1.7,,980,,0.3,
Mx4 Storm,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,3.1,2.8,,950,,0.3,
MPX,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,3.1,2.4,,830,,0.3,
Scorpion,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,3,2.1,,1080,,0.3,
P90,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,2.9,2.4,,970,,0.3,
Vector,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,2.8,2,,1200,,0.3,
Luison,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,6,6,7,8,9,10,12,12,12,12,12,12,12,12,,2.6,1.9,,450,,0.2,
Keratos .357,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,4,4,,450,,0.2,
LFP586,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,,450,,0.2,0.6
.44 Mag,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2.1,1.8,,450,,0.2,
D-50,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2.5,2,,450,,0.2,
PMM,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,1.9,1.4,,450,,0.2,0.6
Q-929,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2.1,1.8,,450,,0.2,
M45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,1.9,1.6,,450,,0.2,
1911 TACOPS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2.2,1.9,,450,,0.2,
P229,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2.1,1.8,,450,,0.2,
P226,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2.1,1.8,,450,,0.2,
USP40,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.1,1.8,,450,,0.2,
Mk1 9mm,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,1.9,1.6,,450,,0.2,
SDP 9mm,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.2,1.4,,450,,0.2,
P9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.1,1.8,,450,,0.2,0.6
P12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.4,1.9,,450,,0.2,0.6
GSH-18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.3,2.1,,450,,0.2,0.6
PRB92,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.6,1.9,,450,,0.2,
5.7 USG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.4,1.9,,450,,0.2,
P-10C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.2,1.9,,450,,0.2,
RG15,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,2.4,1.9,,450,,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTK vs lvl. 2 + Rook armour in milliseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reload times (s),,,,,,
Distance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,∞,,Full,Tactical,,Rate of Fire,,ADS Time (s),With Shield
CSRX 300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.1,2.5,,50,,0.5,
BOSG 12.2,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,,3,2.4,,450,,0.4,
TCSG12,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,3.2,2.5,,450,,0.4,
ACS12,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,800,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,,2.7,2,,300,,0.4,
OTs-03,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,,3.4,2.7,,380,,0.4,
SR-25,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,,3.5,2.9,,450,,0.4,0.55
CAMRS,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,,3.4,2.6,,450,,0.4,
417,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,,3.3,2.6,,450,,0.4,
AR-15.50,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,3.1,2.2,,450,,0.4,
MK 14 EBR,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,3.4,3.1,,450,,0.4,
DP27,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,327,327,327,327,327,327,327,327,327,327,327,327,436,436,436,436,436,,4.6,4,,550,,0.45,
M249,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,277,277,277,277,277,277,277,369,369,369,369,369,,7.6,7.6,,650,,0.45,
M249 SAW,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,277,277,277,277,277,277,277,369,369,369,369,369,,4.5,3.3,,650,,0.45,
6P41,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,353,353,353,353,353,353,,8.5,8.5,,680,,0.45,
T-95 LSW,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,369,369,369,369,369,369,,3,2,,650,,0.45,
LMG-E,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,333,333,333,333,333,333,333,333,417,417,417,417,,6.5,7.1,,720,,0.45,
G8A1,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,282,282,282,282,282,282,282,282,282,282,282,282,282,282,,3.9,3,,850,,0.45,
ALDA 5.56,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,267,267,267,267,267,267,267,267,267,267,333,333,333,333,333,333,333,333,,5.7,6.2,,900,,0.45,
PARA-308,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,277,369,369,369,369,369,369,369,369,369,369,369,,3.3,2.6,,650,,0.4,
552 Com,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,261,261,261,261,261,261,261,348,348,348,348,348,348,348,348,348,348,348,,3.1,2.4,,690,,0.4,
ARX200,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,343,343,343,343,343,343,343,343,343,343,343,,3.4,2.6,,700,,0.4,
556xi,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,348,348,348,435,435,435,435,435,435,435,435,435,,3.7,2.6,,690,,0.4,
L85A2,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,358,358,358,358,358,358,358,358,358,358,358,,3.3,2.7,,670,,0.4,
C7E,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,300,300,300,375,375,450,450,450,450,450,450,450,450,,2.7,2,,800,,0.4,
M762,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,329,329,329,411,411,493,493,493,493,493,493,493,493,,3.3,2.6,,730,,0.4,
AK-12,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,282,282,282,353,353,424,424,424,424,424,424,424,424,,3.4,2.6,,850,,0.4,
SC3000K,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,300,300,300,300,300,300,300,300,300,300,300,,3.4,2.6,,800,,0.4,
M4,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,320,320,320,320,400,400,400,400,400,400,400,400,,3.4,2.6,,750,,0.4,
V308,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,,3.3,2.6,,700,,0.4,
AK-74M,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,369,369,369,369,462,462,462,462,462,462,462,462,462,,3.4,2.6,,650,,0.4,
416-C,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,324,324,324,324,405,405,486,486,568,649,649,649,649,649,649,649,649,,3.4,2.4,,740,,0.4,
MK17 CQB,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,308,308,308,308,308,308,308,308,410,410,410,410,410,410,410,410,410,,3.1,2.4,,585,,0.4,0.55
AUG A2,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,333,333,333,333,417,417,417,417,417,417,417,417,417,,3.3,2.6,,720,,0.4,
AR33,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,320,320,320,320,401,401,401,401,401,401,401,401,401,401,,3.3,2.6,,749,,0.4,
Spear .308,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,343,343,343,343,429,429,429,429,429,429,429,429,429,,3.3,2.4,,700,,0.4,
TYPE-89,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,282,282,282,282,282,353,353,353,353,353,353,353,353,353,353,,3.3,2.6,,850,,0.4,
C8-SFW,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,287,287,287,287,287,358,358,358,358,358,358,358,358,358,358,,2.9,2.4,,837,,0.4,
F90,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,308,308,308,308,308,308,385,385,385,385,385,385,385,385,385,385,,3.1,2.2,,780,,0.4,
F2,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,245,245,245,245,245,306,306,306,367,367,367,367,367,367,367,367,367,,3.1,2.4,,980,,0.4,
R4-C,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,279,279,279,279,279,349,349,349,349,349,349,349,349,349,349,,3.4,2.7,,860,,0.4,
G36C,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,308,308,308,308,308,385,385,385,462,462,462,462,462,462,462,462,,3.3,2.4,,780,,0.4,
C75 Auto,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,240,240,240,240,240,240,300,300,300,300,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,,2.7,1.9,,1000,,0.275,
BEARING 9,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,273,273,273,273,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,,2.7,1.9,,1100,,0.275,
SMG-11,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,189,189,189,189,189,189,236,236,236,236,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,,2.9,2,,1270,,0.275,
SPSMG9,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,306,306,306,306,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,,2.7,2.2,,980,,0.275,
SMG-12,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,236,236,236,236,236,283,283,283,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,,3,2,,1270,,0.275,
9mm C1,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,,2.6,1.9,,575,,0.3,
UMP45,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,400,400,400,400,400,500,500,500,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,,2.9,2.4,,600,,0.3,
Commando 9,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,308,308,308,308,308,308,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,,2.5,2,,780,,0.3,
M12,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,,3,2.2,,550,,0.3,
K1A,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,333,333,333,333,333,333,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,,3,2.7,,720,,0.3,
AUG A3,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,343,343,343,343,343,343,343,343,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,,3.3,2.6,,700,,0.3,
PDW9,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,,3.4,2.6,,800,,0.3,
9x19 VSN,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,400,400,400,400,480,480,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,,3.2,2.3,,750,,0.3,
MP7,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,333,333,333,333,400,400,400,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,,2.8,2.2,,900,,0.3,
T-5 SMG,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,333,333,333,333,333,400,400,400,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,,3,2.4,,900,,0.3,
MP5K,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,375,375,375,375,375,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,,2.8,2,,800,,0.3,
MP5 SD,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,375,375,375,450,450,450,525,525,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,,2.9,2.2,,800,,0.3,
MP5,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,450,450,450,525,525,525,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,,2.9,2.2,,800,,0.3,
FMG-9,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,375,375,375,375,450,450,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,,3,2.2,,800,,0.3,
P10 RONI,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,367,367,367,367,367,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,,2.7,1.7,,980,,0.3,
Mx4 Storm,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,379,379,379,379,379,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,,3.1,2.8,,950,,0.3,
MPX,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,434,434,434,434,434,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,,3.1,2.4,,830,,0.3,
Scorpion,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,389,389,389,389,444,444,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,3,2.1,,1080,,0.3,
P90,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,433,433,433,433,433,433,433,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,,2.9,2.4,,970,,0.3,
Vector,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,350,350,350,350,400,400,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,,2.8,2,,1200,,0.3,
Luison,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,533,667,667,800,933,1067,1200,1467,1467,1467,1467,1467,1467,1467,1467,,2.6,1.9,,450,,0.2,
Keratos .357,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,4,4,,450,,0.2,
LFP586,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,4,4,,450,,0.2,0.6
.44 Mag,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,2.1,1.8,,450,,0.2,
D-50,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.5,2,,450,,0.2,
PMM,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,1.9,1.4,,450,,0.2,0.6
Q-929,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.1,1.8,,450,,0.2,
M45,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,1.9,1.6,,450,,0.2,
1911 TACOPS,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,2.2,1.9,,450,,0.2,
P229,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.1,1.8,,450,,0.2,
P226,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.1,1.8,,450,,0.2,
USP40,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.1,1.8,,450,,0.2,
Mk1 9mm,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,533,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,1.9,1.6,,450,,0.2,
SDP 9mm,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.2,1.4,,450,,0.2,
P9,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.1,1.8,,450,,0.2,0.6
P12,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.4,1.9,,450,,0.2,0.6
GSH-18,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.3,2.1,,450,,0.2,0.6
PRB92,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.6,1.9,,450,,0.2,
5.7 USG,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.4,1.9,,450,,0.2,
P-10C,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.2,1.9,,450,,0.2,
RG15,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,533,667,667,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,,2.4,1.9,,450,,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK vs lvl. 3 + Rook armour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reload times (s),,,,,,
Distance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,∞,,Full,Tactical,,Rate of Fire,,ADS Time (s),With Shield
